project_id,parcel_id,project_name,project_type,state,district,land_area_acres,affected_families,ownership_complexity,documentation_completeness,legal_dispute,compensation_status,compensation_pending_days,notification_status,approval_status,approval_processing_days,rehabilitation_progress,possession_status,stakeholder_responsiveness,administrative_processing_days,historical_delay_rate,planned_completion_date,actual_completion_date,delay_days,delay_status,latitude,longitude,geom_wkt,legal_dispute_bool
PRJ-1136,PCL-12246,Jaipur Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Rajasthan,Jaipur,74.28,52,Medium,0.5,0,Partially Disbursed,155,Preliminary Notification (Sec 11),Approved,15,0.81,Substantial Possession (>70%),High / Cooperative,187,0.324,2022-10-14,2023-01-13,91,1,28.106901,76.038166,SRID=4326;POINT(76.038166 28.106901),False
PRJ-1016,PCL-12247,Western Freight Corridor Spur Line 1,Railway & Freight Corridor,Tamil Nadu,Tiruchirappalli,77.03,99,Low,0.91,1,Pending Disbursal,169,Declaration Published (Sec 19),Under Scrutiny,130,0.45,Initial Stage (<30%),Moderate,140,0.289,2025-06-05,,192,1,12.712439,79.457222,SRID=4326;POINT(79.457222 12.712439),True
PRJ-1033,PCL-12248,Bharatmala Economic Highway Ring 2,Highway / Expressway,Karnataka,Dharwad,34.97,71,Medium,0.73,1,Disputed in Escrow,506,Preliminary Notification (Sec 11),Approved,116,0.46,Partial Possession (30-70%),High / Cooperative,275,0.559,2023-12-06,2024-12-25,385,1,17.165378,77.164515,SRID=4326;POINT(77.164515 17.165378),True
PRJ-1124,PCL-12249,Industrial Rail Siding Network 2,Railway & Freight Corridor,Haryana,Panipat,42.43,63,Low,0.64,0,Pending Disbursal,152,Possession Taken (Sec 38),Resubmission Required,151,0.71,Initial Stage (<30%),Moderate,213,0.85,2026-09-30,,239,1,29.946734,76.221065,SRID=4326;POINT(76.221065 29.946734),False
PRJ-1248,PCL-12250,Command Area Distribution Network 1,Irrigation / Water Canal,Karnataka,Kalaburagi,136.21,169,High,0.77,1,Pending Disbursal,93,Award Declared (Sec 23),Resubmission Required,118,0.85,Contested / Encroached,Low / Resistant,222,0.255,2026-04-12,2026-12-15,247,1,15.976842,77.304058,SRID=4326;POINT(77.304058 15.976842),True
PRJ-1027,PCL-12251,Jodhpur Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Rajasthan,Jodhpur,16.33,3,High,0.71,1,Disputed in Escrow,227,Notification Pending,Under Scrutiny,130,0.56,Partial Possession (30-70%),Low / Resistant,285,0.725,2024-08-31,2025-12-14,470,1,25.342294,71.5188,SRID=4326;POINT(71.5188 25.342294),True
PRJ-1197,PCL-12252,Bharuch Cargo Terminal Expansion 1,Airport Infrastructure,Gujarat,Bharuch,18.38,50,Very High,0.91,1,Pending Disbursal,358,Notification Pending,Resubmission Required,154,0.69,Contested / Encroached,Hostile / Legal Injunction,309,0.241,2023-08-18,2024-12-30,500,1,23.622784,72.47512,SRID=4326;POINT(72.47512 23.622784),True
PRJ-1180,PCL-12253,Agra Multi-Modal Logistics Park 2,Industrial Corridor / SEZ,Uttar Pradesh,Agra,6.22,2,Medium,0.96,0,Partially Disbursed,53,Preliminary Notification (Sec 11),Approved,57,0.57,Full Possession,Moderate,385,0.295,2024-01-28,2024-04-28,91,1,27.247181,78.181996,SRID=4326;POINT(78.181996 27.247181),False
PRJ-1208,PCL-12254,Rajasthan Integrated Industrial Township 1,Industrial Corridor / SEZ,Rajasthan,Alwar,30.13,38,Medium,0.67,0,Pending Disbursal,311,Declaration Published (Sec 19),Under Scrutiny,164,0.6,Full Possession,Moderate,321,0.167,2025-07-21,2025-08-02,12,0,25.304156,71.244572,SRID=4326;POINT(71.244572 25.304156),False
PRJ-1121,PCL-12255,Haryana Inter-River Linking Canal Sector 3,Irrigation / Water Canal,Haryana,Panipat,91.5,141,High,0.83,1,Pending Disbursal,198,Notification Pending,Approved,15,0.58,Contested / Encroached,Hostile / Legal Injunction,248,0.187,2025-08-19,,468,1,29.354024,76.758935,SRID=4326;POINT(76.758935 29.354024),True
PRJ-1212,PCL-12256,NH-93 Four-Laning Bypass Section 5,Highway / Expressway,Karnataka,Dharwad,19.38,17,High,0.87,1,Disputed in Escrow,458,Declaration Published (Sec 19),Approved,27,0.63,Initial Stage (<30%),Hostile / Legal Injunction,165,0.216,2026-03-12,,408,1,16.337332,75.933286,SRID=4326;POINT(75.933286 16.337332),True
PRJ-1208,PCL-12257,Rajasthan Integrated Industrial Township 1,Industrial Corridor / SEZ,Rajasthan,Alwar,18.28,8,High,0.74,0,Fully Disbursed,0,Notification Pending,Approved,15,0.62,Partial Possession (30-70%),Moderate,293,0.455,2025-07-21,2026-02-16,210,1,25.963845,73.886334,SRID=4326;POINT(73.886334 25.963845),False
PRJ-1223,PCL-12258,Guntur Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Andhra Pradesh,Guntur,13.24,28,Low,0.35,0,Partially Disbursed,107,Award Declared (Sec 23),Under Scrutiny,162,0.64,Full Possession,High / Cooperative,122,0.392,2023-09-28,2024-02-12,137,1,15.838446,80.217482,SRID=4326;POINT(80.217482 15.838446),False
PRJ-1229,PCL-12259,NH-92 Four-Laning Bypass Section 1,Highway / Expressway,Odisha,Angul,42.01,61,Medium,0.64,0,Partially Disbursed,115,Declaration Published (Sec 19),Approved,83,0.48,Full Possession,Moderate,252,0.652,2024-04-08,2025-01-13,280,1,21.275754,84.87608,SRID=4326;POINT(84.87608 21.275754),False
PRJ-1207,PCL-12260,DMIC Special Investment Region Node 3,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,63.89,93,Low,0.44,1,Disputed in Escrow,568,Preliminary Notification (Sec 11),Conditional Clearance,100,0.24,Contested / Encroached,Moderate,370,0.425,2022-08-02,2023-09-02,396,1,23.418191,75.972705,SRID=4326;POINT(75.972705 23.418191),True
PRJ-1138,PCL-12261,Gurugram Ultra Mega Solar Park Unit 2,Renewable / Solar Park,Haryana,Gurugram,44.02,48,Medium,0.69,1,Disputed in Escrow,518,Notification Pending,Approved,15,0.89,Substantial Possession (>70%),Moderate,196,0.334,2026-01-08,,398,1,29.887614,76.669385,SRID=4326;POINT(76.669385 29.887614),True
PRJ-1070,PCL-12262,Command Area Distribution Network 1,Irrigation / Water Canal,Rajasthan,Jaipur,46.49,36,High,0.91,1,Pending Disbursal,228,Preliminary Notification (Sec 11),Resubmission Required,208,0.68,Initial Stage (<30%),Moderate,187,0.751,2025-08-31,2026-10-14,409,1,25.221675,74.355091,SRID=4326;POINT(74.355091 25.221675),True
PRJ-1252,PCL-12263,Maharashtra Clean Energy Hub Sector 5,Renewable / Solar Park,Maharashtra,Solapur,67.32,134,Very High,0.75,1,Disputed in Escrow,583,Award Declared (Sec 23),Approved,37,0.73,Partial Possession (30-70%),Low / Resistant,222,0.429,2025-08-12,2026-10-02,416,1,20.717761,77.573802,SRID=4326;POINT(77.573802 20.717761),True
PRJ-1231,PCL-12264,Suburban Commuter Rapid Transit Line 2,Urban Metro / Transit,Andhra Pradesh,Guntur,47.02,164,Very High,0.85,0,Partially Disbursed,173,Preliminary Notification (Sec 11),Approved,15,0.42,Substantial Possession (>70%),Moderate,251,0.642,2025-10-18,2026-07-09,264,1,16.965406,81.243458,SRID=4326;POINT(81.243458 16.965406),False
PRJ-1203,PCL-12265,Rajasthan Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Rajasthan,Jaipur,69.34,89,Medium,0.71,1,Disputed in Escrow,648,Declaration Published (Sec 19),Approved,58,0.8,Full Possession,Low / Resistant,226,0.701,2025-01-22,2026-03-10,412,1,26.853686,73.875967,SRID=4326;POINT(73.875967 26.853686),True
PRJ-1223,PCL-12266,Guntur Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Andhra Pradesh,Guntur,43.38,77,Low,0.69,0,Disputed in Escrow,441,Possession Taken (Sec 38),Approved,27,0.51,Initial Stage (<30%),High / Cooperative,181,0.481,2023-09-28,2024-02-22,147,1,15.612579,82.375771,SRID=4326;POINT(82.375771 15.612579),False
PRJ-1189,PCL-12267,Haryana Green Express Corridor Phase 3,Highway / Expressway,Haryana,Gurugram,62.91,58,Medium,0.7,0,Partially Disbursed,35,Award Declared (Sec 23),Approved,53,0.82,Substantial Possession (>70%),Moderate,194,0.548,2025-06-08,2025-10-10,124,1,28.379491,76.024165,SRID=4326;POINT(76.024165 28.379491),False
PRJ-1164,PCL-12268,Karnal Metro Rail Extension Corridor 4,Urban Metro / Transit,Haryana,Karnal,91.62,195,Medium,0.79,0,Partially Disbursed,151,Possession Taken (Sec 38),Approved,15,0.54,Contested / Encroached,High / Cooperative,149,0.549,2024-09-29,2025-01-22,115,1,28.169189,75.716422,SRID=4326;POINT(75.716422 28.169189),False
PRJ-1251,PCL-12269,Rajasthan Dedicated High-Speed Rail Segment 3,Railway & Freight Corridor,Rajasthan,Udaipur,8.83,9,Low,0.88,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Pending Environmental Clearance,188,0.35,Partial Possession (30-70%),High / Cooperative,189,0.658,2026-05-18,2026-12-20,216,1,27.00512,75.131851,SRID=4326;POINT(75.131851 27.00512),False
PRJ-1252,PCL-12270,Maharashtra Clean Energy Hub Sector 5,Renewable / Solar Park,Maharashtra,Solapur,26.23,30,Low,0.63,0,Pending Disbursal,241,Notification Pending,Conditional Clearance,133,0.86,Partial Possession (30-70%),High / Cooperative,132,0.448,2025-08-12,,191,1,18.175332,75.377234,SRID=4326;POINT(75.377234 18.175332),False
PRJ-1068,PCL-12271,Maharashtra Inter-River Linking Canal Sector 2,Irrigation / Water Canal,Maharashtra,Pune,65.07,72,Medium,0.54,0,Fully Disbursed,0,Award Declared (Sec 23),Pending Environmental Clearance,163,0.46,Substantial Possession (>70%),High / Cooperative,271,0.472,2024-02-01,2024-07-27,177,1,19.421936,77.551059,SRID=4326;POINT(77.551059 19.421936),False
PRJ-1160,PCL-12272,Rajasthan Dedicated High-Speed Rail Segment 4,Railway & Freight Corridor,Rajasthan,Kota,43.8,65,Medium,0.62,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,15,0.94,Substantial Possession (>70%),Moderate,349,0.33,2025-08-02,2025-11-22,112,1,28.195576,71.086811,SRID=4326;POINT(71.086811 28.195576),False
PRJ-1072,PCL-12273,Western Freight Corridor Spur Line 3,Railway & Freight Corridor,Gujarat,Kutch,27.77,23,Low,0.45,0,Fully Disbursed,0,Possession Taken (Sec 38),Approved,63,0.84,Partial Possession (30-70%),Low / Resistant,136,0.612,2024-02-14,2024-09-18,217,1,21.365331,71.468943,SRID=4326;POINT(71.468943 21.365331),False
PRJ-1126,PCL-12274,Uttar Pradesh Clean Energy Hub Sector 4,Renewable / Solar Park,Uttar Pradesh,Lucknow,17.23,8,High,0.41,1,Pending Disbursal,112,Declaration Published (Sec 19),Approved,87,0.81,Partial Possession (30-70%),Moderate,322,0.08,2024-09-28,2025-09-15,352,1,25.331128,78.731798,SRID=4326;POINT(78.731798 25.331128),True
PRJ-1183,PCL-12275,Udaipur Cargo Terminal Expansion 5,Airport Infrastructure,Rajasthan,Udaipur,41.18,157,Medium,0.78,0,Fully Disbursed,0,Declaration Published (Sec 19),Pending Environmental Clearance,125,0.47,Partial Possession (30-70%),High / Cooperative,259,0.355,2025-10-17,2025-10-26,9,0,25.544911,71.180807,SRID=4326;POINT(71.180807 25.544911),False
PRJ-1030,PCL-12276,Rajasthan Integrated Industrial Township 5,Industrial Corridor / SEZ,Rajasthan,Udaipur,27.15,33,Low,0.48,0,Pending Disbursal,313,Notification Pending,Under Scrutiny,152,0.68,Partial Possession (30-70%),Low / Resistant,176,0.662,2023-11-18,2024-12-01,379,1,24.683483,75.321737,SRID=4326;POINT(75.321737 24.683483),False
PRJ-1237,PCL-12277,Aviation Logistics Runway Package 2,Airport Infrastructure,Odisha,Sundargarh,42.57,179,Low,0.86,0,Partially Disbursed,81,Declaration Published (Sec 19),Resubmission Required,135,0.7,Substantial Possession (>70%),Moderate,135,0.23,2023-06-26,2023-08-02,37,0,22.038025,86.136024,SRID=4326;POINT(86.136024 22.038025),False
PRJ-1118,PCL-12278,Karnataka Integrated Industrial Township 2,Industrial Corridor / SEZ,Karnataka,Kalaburagi,89.63,65,High,0.77,1,Pending Disbursal,253,Preliminary Notification (Sec 11),Pending Environmental Clearance,175,0.91,Partial Possession (30-70%),Moderate,285,0.39,2024-03-17,2025-04-07,386,1,16.275179,77.490939,SRID=4326;POINT(77.490939 16.275179),True
PRJ-1029,PCL-12279,Jodhpur Cargo Terminal Expansion 1,Airport Infrastructure,Rajasthan,Jodhpur,102.24,196,Very High,0.78,1,Partially Disbursed,75,Possession Taken (Sec 38),Under Scrutiny,138,0.59,Partial Possession (30-70%),Low / Resistant,89,0.507,2025-10-10,2026-10-31,386,1,27.994092,74.481922,SRID=4326;POINT(74.481922 27.994092),True
PRJ-1170,PCL-12280,Maharashtra Clean Energy Hub Sector 1,Renewable / Solar Park,Maharashtra,Pune,12.54,2,Low,0.48,0,Pending Disbursal,255,Award Declared (Sec 23),Under Scrutiny,126,0.66,Full Possession,High / Cooperative,48,0.29,2027-03-09,,0,0,20.193725,76.720637,SRID=4326;POINT(76.720637 20.193725),False
PRJ-1114,PCL-12281,NH-63 Four-Laning Bypass Section 3,Highway / Expressway,Odisha,Sundargarh,31.13,28,Low,0.74,1,Partially Disbursed,110,Possession Taken (Sec 38),Conditional Clearance,187,0.64,Partial Possession (30-70%),Hostile / Legal Injunction,135,0.426,2026-10-05,2027-09-12,342,1,20.04494,85.106647,SRID=4326;POINT(85.106647 20.04494),True
PRJ-1028,PCL-12282,Command Area Distribution Network 1,Irrigation / Water Canal,Gujarat,Ahmedabad,38.71,79,Low,0.82,0,Partially Disbursed,144,Preliminary Notification (Sec 11),Under Scrutiny,159,0.82,Full Possession,Moderate,169,0.255,2024-07-23,2024-08-19,27,0,21.058405,72.65638,SRID=4326;POINT(72.65638 21.058405),False
PRJ-1006,PCL-12283,Bhopal Multi-Modal Logistics Park 5,Industrial Corridor / SEZ,Madhya Pradesh,Bhopal,36.72,44,Low,0.76,0,Pending Disbursal,176,Notification Pending,Pending Environmental Clearance,222,0.45,Partial Possession (30-70%),High / Cooperative,145,0.501,2026-09-27,,176,1,25.695199,79.828822,SRID=4326;POINT(79.828822 25.695199),False
PRJ-1241,PCL-12284,Western Freight Corridor Spur Line 3,Railway & Freight Corridor,Madhya Pradesh,Gwalior,73.79,133,Medium,0.36,1,Pending Disbursal,281,Preliminary Notification (Sec 11),Approved,90,0.22,Substantial Possession (>70%),Low / Resistant,255,0.297,2026-06-08,,428,1,22.457152,79.15844,SRID=4326;POINT(79.15844 22.457152),True
PRJ-1123,PCL-12285,Bharatmala Economic Highway Ring 1,Highway / Expressway,Odisha,Angul,14.98,32,Medium,0.73,0,Partially Disbursed,126,Notification Pending,Conditional Clearance,93,0.41,Full Possession,Moderate,252,0.197,2026-01-15,,17,0,19.629369,85.943901,SRID=4326;POINT(85.943901 19.629369),False
PRJ-1109,PCL-12286,Kurnool Ultra Mega Solar Park Unit 3,Renewable / Solar Park,Andhra Pradesh,Kurnool,91.13,127,Low,0.91,0,Partially Disbursed,41,Possession Taken (Sec 38),Approved,49,0.69,Partial Possession (30-70%),Moderate,211,0.544,2026-09-17,2026-11-13,57,0,18.428112,79.891385,SRID=4326;POINT(79.891385 18.428112),False
PRJ-1182,PCL-12287,Western Freight Corridor Spur Line 4,Railway & Freight Corridor,Karnataka,Kalaburagi,34.66,39,Low,0.78,0,Partially Disbursed,127,Award Declared (Sec 23),Approved,15,0.75,Full Possession,Moderate,332,0.611,2026-02-12,,154,1,16.60737,77.683174,SRID=4326;POINT(77.683174 16.60737),False
PRJ-1165,PCL-12288,Kutch Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Gujarat,Kutch,13.64,33,Medium,0.67,0,Fully Disbursed,0,Declaration Published (Sec 19),Resubmission Required,181,0.79,Partial Possession (30-70%),Moderate,275,0.542,2025-04-02,2025-04-02,0,0,22.283598,71.921233,SRID=4326;POINT(71.921233 22.283598),False
PRJ-1034,PCL-12289,Suburban Commuter Rapid Transit Line 3,Urban Metro / Transit,Haryana,Hisar,5.0,26,Low,0.76,0,Pending Disbursal,202,Possession Taken (Sec 38),Conditional Clearance,199,0.62,Initial Stage (<30%),High / Cooperative,76,0.257,2025-05-18,2025-08-17,91,1,28.341075,76.378609,SRID=4326;POINT(76.378609 28.341075),False
PRJ-1002,PCL-12290,Suburban Commuter Rapid Transit Line 1,Urban Metro / Transit,Madhya Pradesh,Bhopal,10.9,13,Low,0.77,0,Partially Disbursed,73,Notification Pending,Approved,56,0.79,Initial Stage (<30%),High / Cooperative,210,0.729,2023-09-07,2023-09-23,16,0,25.634159,75.480356,SRID=4326;POINT(75.480356 25.634159),False
PRJ-1237,PCL-12291,Aviation Logistics Runway Package 2,Airport Infrastructure,Odisha,Sundargarh,21.19,63,Low,0.4,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,190,0.77,Initial Stage (<30%),Moderate,175,0.415,2023-06-26,2023-12-02,159,1,20.758842,85.375558,SRID=4326;POINT(85.375558 20.758842),False
PRJ-1172,PCL-12292,Jaipur Cargo Terminal Expansion 1,Airport Infrastructure,Rajasthan,Jaipur,43.35,148,High,0.74,1,Pending Disbursal,193,Award Declared (Sec 23),Resubmission Required,115,0.43,Partial Possession (30-70%),Moderate,227,0.442,2025-01-01,2025-12-19,352,1,25.927931,74.920624,SRID=4326;POINT(74.920624 25.927931),True
PRJ-1058,PCL-12293,Prayagraj Lift Irrigation Main Canal Reach 1,Irrigation / Water Canal,Uttar Pradesh,Prayagraj,42.24,26,Medium,0.88,0,Pending Disbursal,278,Possession Taken (Sec 38),Approved,19,0.47,Contested / Encroached,Moderate,256,0.422,2025-03-07,2025-03-28,21,0,28.417663,82.464151,SRID=4326;POINT(82.464151 28.417663),False
PRJ-1236,PCL-12294,Faridabad Lift Irrigation Main Canal Reach 5,Irrigation / Water Canal,Haryana,Faridabad,29.27,57,Medium,0.86,1,Pending Disbursal,307,Possession Taken (Sec 38),Conditional Clearance,111,0.16,Contested / Encroached,High / Cooperative,218,0.162,2025-06-16,2026-03-16,273,1,29.962993,76.938153,SRID=4326;POINT(76.938153 29.962993),True
PRJ-1243,PCL-12295,NH-64 Four-Laning Bypass Section 1,Highway / Expressway,Uttar Pradesh,Noida,9.43,13,Medium,0.95,0,Partially Disbursed,102,Possession Taken (Sec 38),Under Scrutiny,135,0.56,Full Possession,High / Cooperative,247,0.253,2027-03-14,2027-05-12,59,0,25.693065,80.973235,SRID=4326;POINT(80.973235 25.693065),False
PRJ-1171,PCL-12296,Aviation Logistics Runway Package 2,Airport Infrastructure,Maharashtra,Nashik,14.41,46,Medium,0.78,0,Partially Disbursed,75,Award Declared (Sec 23),Approved,65,0.77,Full Possession,Moderate,159,0.438,2025-11-07,,110,1,19.948356,75.014128,SRID=4326;POINT(75.014128 19.948356),False
PRJ-1195,PCL-12297,Visakhapatnam Ultra Mega Solar Park Unit 1,Renewable / Solar Park,Andhra Pradesh,Visakhapatnam,45.28,62,Low,0.83,1,Partially Disbursed,137,Notification Pending,Under Scrutiny,225,0.88,Partial Possession (30-70%),Moderate,53,0.503,2025-02-24,,371,1,17.975059,80.13635,SRID=4326;POINT(80.13635 17.975059),True
PRJ-1040,PCL-12298,DMIC Special Investment Region Node 1,Industrial Corridor / SEZ,Tamil Nadu,Madurai,20.01,37,Low,0.82,0,Partially Disbursed,152,Award Declared (Sec 23),Approved,39,0.62,Full Possession,Moderate,166,0.434,2025-05-05,2025-09-22,140,1,10.384073,78.77085,SRID=4326;POINT(78.77085 10.384073),False
PRJ-1088,PCL-12299,Prayagraj Cargo Terminal Expansion 1,Airport Infrastructure,Uttar Pradesh,Prayagraj,65.68,128,Medium,0.82,0,Fully Disbursed,0,Declaration Published (Sec 19),Under Scrutiny,103,0.62,Substantial Possession (>70%),High / Cooperative,223,0.358,2025-11-09,2025-12-09,30,0,25.231095,81.280404,SRID=4326;POINT(81.280404 25.231095),False
PRJ-1149,PCL-12300,Wind-Solar Hybrid Energy Grid 1,Renewable / Solar Park,Madhya Pradesh,Ujjain,23.71,20,Very High,0.86,1,Partially Disbursed,142,Possession Taken (Sec 38),Under Scrutiny,157,0.33,Partial Possession (30-70%),Hostile / Legal Injunction,167,0.237,2026-01-31,2027-03-21,414,1,25.332438,75.832211,SRID=4326;POINT(75.832211 25.332438),True
PRJ-1142,PCL-12301,Madhya Pradesh Integrated Industrial Township 1,Industrial Corridor / SEZ,Madhya Pradesh,Gwalior,49.67,63,High,0.91,1,Pending Disbursal,336,Possession Taken (Sec 38),Conditional Clearance,164,0.76,Contested / Encroached,Low / Resistant,148,0.425,2027-06-16,2028-07-31,411,1,25.066904,80.241143,SRID=4326;POINT(80.241143 25.066904),True
PRJ-1105,PCL-12302,Rajasthan Green Express Corridor Phase 5,Highway / Expressway,Rajasthan,Kota,57.84,74,Low,0.63,0,Partially Disbursed,49,Preliminary Notification (Sec 11),Under Scrutiny,137,0.37,Substantial Possession (>70%),High / Cooperative,96,0.269,2023-06-01,2023-10-12,133,1,24.376322,71.790681,SRID=4326;POINT(71.790681 24.376322),False
PRJ-1073,PCL-12303,Bharatmala Economic Highway Ring 1,Highway / Expressway,Uttar Pradesh,Noida,22.12,9,Low,0.62,0,Fully Disbursed,0,Award Declared (Sec 23),Under Scrutiny,117,0.46,Substantial Possession (>70%),High / Cooperative,150,0.517,2026-02-11,2026-03-16,33,0,28.109767,80.530907,SRID=4326;POINT(80.530907 28.109767),False
PRJ-1132,PCL-12304,Tamil Nadu Green Express Corridor Phase 2,Highway / Expressway,Tamil Nadu,Tiruchirappalli,27.67,23,Medium,0.75,0,Fully Disbursed,0,Notification Pending,Under Scrutiny,161,0.45,Full Possession,Moderate,157,0.275,2024-07-28,2024-12-27,152,1,10.220069,78.837516,SRID=4326;POINT(78.837516 10.220069),False
PRJ-1140,PCL-12305,Maharashtra Inter-River Linking Canal Sector 5,Irrigation / Water Canal,Maharashtra,Nagpur,74.01,104,Low,0.86,1,Disputed in Escrow,188,Award Declared (Sec 23),Approved,15,0.62,Initial Stage (<30%),Moderate,71,0.298,2023-08-20,2024-04-06,230,1,18.710705,78.955528,SRID=4326;POINT(78.955528 18.710705),True
PRJ-1243,PCL-12306,NH-64 Four-Laning Bypass Section 1,Highway / Expressway,Uttar Pradesh,Noida,40.17,58,Medium,0.56,0,Fully Disbursed,0,Notification Pending,Conditional Clearance,104,0.5,Substantial Possession (>70%),High / Cooperative,240,0.439,2027-03-14,2027-04-25,42,0,25.935505,79.091938,SRID=4326;POINT(79.091938 25.935505),False
PRJ-1059,PCL-12307,Bharatmala Economic Highway Ring 2,Highway / Expressway,Madhya Pradesh,Jabalpur,33.01,52,Medium,0.8,0,Pending Disbursal,197,Notification Pending,Approved,15,0.63,Substantial Possession (>70%),High / Cooperative,122,0.266,2026-07-14,,0,0,22.992163,76.045991,SRID=4326;POINT(76.045991 22.992163),False
PRJ-1167,PCL-12308,Aviation Logistics Runway Package 4,Airport Infrastructure,Gujarat,Surat,172.98,340,High,0.51,0,Pending Disbursal,300,Award Declared (Sec 23),Conditional Clearance,151,0.53,Contested / Encroached,Moderate,130,0.565,2027-09-08,,311,1,23.128255,69.215368,SRID=4326;POINT(69.215368 23.128255),False
PRJ-1172,PCL-12309,Jaipur Cargo Terminal Expansion 1,Airport Infrastructure,Rajasthan,Jaipur,10.27,47,Low,0.76,1,Partially Disbursed,94,Possession Taken (Sec 38),Under Scrutiny,183,0.58,Initial Stage (<30%),High / Cooperative,103,0.475,2025-01-01,,216,1,28.047803,72.724611,SRID=4326;POINT(72.724611 28.047803),True
PRJ-1146,PCL-12310,Dharwad Multi-Modal Logistics Park 4,Industrial Corridor / SEZ,Karnataka,Dharwad,22.88,18,Medium,0.58,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Pending Environmental Clearance,116,0.47,Partial Possession (30-70%),Moderate,193,0.408,2025-10-19,2025-11-22,34,0,12.569434,77.226907,SRID=4326;POINT(77.226907 12.569434),False
PRJ-1133,PCL-12311,Urban Flyover & Transit Hub 2,Urban Metro / Transit,Madhya Pradesh,Jabalpur,48.86,157,High,0.77,1,Pending Disbursal,129,Preliminary Notification (Sec 11),Approved,75,0.69,Contested / Encroached,Low / Resistant,238,0.406,2023-10-11,2024-10-03,358,1,24.128051,75.367359,SRID=4326;POINT(75.367359 24.128051),True
PRJ-1201,PCL-12312,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,31.85,28,High,0.74,1,Disputed in Escrow,264,Award Declared (Sec 23),Under Scrutiny,151,0.8,Initial Stage (<30%),High / Cooperative,240,0.149,2024-08-23,2025-04-21,241,1,20.043703,84.410346,SRID=4326;POINT(84.410346 20.043703),True
PRJ-1197,PCL-12313,Bharuch Cargo Terminal Expansion 1,Airport Infrastructure,Gujarat,Bharuch,50.62,132,Low,0.74,0,Pending Disbursal,261,Award Declared (Sec 23),Approved,50,0.67,Partial Possession (30-70%),Moderate,180,0.621,2023-08-18,2023-12-27,131,1,22.542326,73.033963,SRID=4326;POINT(73.033963 22.542326),False
PRJ-1201,PCL-12314,Odisha Integrated Industrial Township 2,Industrial Corridor / SEZ,Odisha,Khurda,86.57,67,Low,0.64,0,Fully Disbursed,0,Possession Taken (Sec 38),Under Scrutiny,156,0.56,Initial Stage (<30%),Low / Resistant,252,0.357,2024-08-23,2025-04-04,224,1,20.485107,86.219771,SRID=4326;POINT(86.219771 20.485107),False
PRJ-1225,PCL-12315,Sundargarh Greenfield International Airport Phase 3,Airport Infrastructure,Odisha,Sundargarh,21.08,53,Medium,0.82,1,Pending Disbursal,245,Notification Pending,Approved,39,0.76,Substantial Possession (>70%),High / Cooperative,186,0.545,2024-10-04,,243,1,21.231672,84.317041,SRID=4326;POINT(84.317041 21.231672),True
PRJ-1053,PCL-12316,Haryana Clean Energy Hub Sector 5,Renewable / Solar Park,Haryana,Hisar,32.68,48,Medium,0.72,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,76,0.6,Substantial Possession (>70%),Moderate,258,0.427,2025-07-20,2026-01-27,191,1,29.610984,75.854062,SRID=4326;POINT(75.854062 29.610984),False
PRJ-1098,PCL-12317,Jaipur Metro Rail Extension Corridor 4,Urban Metro / Transit,Rajasthan,Jaipur,28.71,59,Low,0.96,0,Fully Disbursed,0,Preliminary Notification (Sec 11),Approved,56,0.41,Full Possession,High / Cooperative,211,0.235,2024-08-24,2024-11-23,91,1,26.604146,72.728608,SRID=4326;POINT(72.728608 26.604146),False
PRJ-1027,PCL-12318,Jodhpur Multi-Modal Logistics Park 3,Industrial Corridor / SEZ,Rajasthan,Jodhpur,133.83,138,Low,0.68,0,Pending Disbursal,290,Possession Taken (Sec 38),Approved,95,0.62,Partial Possession (30-70%),Moderate,101,0.363,2024-08-31,2025-05-12,254,1,26.774831,74.035924,SRID=4326;POINT(74.035924 26.774831),False
PRJ-1076,PCL-12319,Nashik Cargo Terminal Expansion 1,Airport Infrastructure,Maharashtra,Nashik,76.63,236,Medium,0.85,0,Fully Disbursed,0,Notification Pending,Resubmission Required,199,0.9,Initial Stage (<30%),High / Cooperative,404,0.588,2026-03-11,2026-08-28,170,1,19.393718,79.062772,SRID=4326;POINT(79.062772 19.393718),False
PRJ-1064,PCL-12320,Jabalpur Multi-Modal Logistics Park 2,Industrial Corridor / SEZ,Madhya Pradesh,Jabalpur,85.24,78,Low,0.84,0,Pending Disbursal,140,Declaration Published (Sec 19),Approved,16,0.62,Full Possession,High / Cooperative,146,0.394,2025-11-12,,91,1,26.433034,81.236646,SRID=4326;POINT(81.236646 26.433034),False
